БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Стоимость запасов,Цена запаса,Плановая рентабельность
1298,"АО ""АНХК""","Ангарск, 63-й промквартал микрорайон, Промзона АНХК, 1407, Иркутская область, Россия",10.03.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1620602,Доска-1-хвойная-40х100,КубичМетр,0.800,798.47,952.37,4.8
1298,"АО ""АНХК""","Ангарск, 63-й промквартал микрорайон, Промзона АНХК, 1407, Иркутская область, Россия",01.07.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2334992,Доска обрезная хв/п 25х150х6000мм,КубичМетр,0.800,"1,013.81",1 209.22,4.8
1298,"АО ""АНХК""","Ангарск, 63-й промквартал микрорайон, Промзона АНХК, 1407, Иркутская область, Россия",19.11.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056129,Доска-2-хвойная-50х150,КубичМетр,1.000,"1,218.79",1 162.97,4.8
1298,"АО ""АНХК""","Ангарск, 63-й промквартал микрорайон, Промзона АНХК, 1407, Иркутская область, Россия",05.02.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1104513,Доска-2-лиственница-40х150 (обрезная),КубичМетр,2.000,"2,151.73",1 026.59,4.8
1298,"АО ""АНХК""","Ангарск, 63-й промквартал микрорайон, Промзона АНХК, 1407, Иркутская область, Россия",05.01.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2314499,Доска-1-лиственница-50х150 (обрезная),КубичМетр,7.000,"7,510.89",1 023.84,4.8
1298,"АО ""АНХК""","Ангарск, кв-л Л, 63, Иркутская область, Россия",30.11.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1117751,Пиломатериал-3-осина -150х50 (обрезной),КубичМетр,3.000,"2,982.78",948.72,4.8
1298,"АО ""АНХК""","Ангарск, кв-л Л, 63, Иркутская область, Россия",17.12.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,1.930,"37,447.89",18 514.36,4.8
1298,"АО ""АНХК""","Ангарск, кв-л Л, 63, Иркутская область, Россия",18.08.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1117751,Пиломатериал-3-осина -150х50 (обрезной),КубичМетр,24.000,"25,601.72",1 017.88,4.8
1299,"АО ""Ачинский НПЗ ВНК""","промышленный район промзона НПЗ, 1, Большеулуйский сельсовет, Ачинский район, Красноярский край, Россия",26.11.2017,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна,0.135,"25,455.92",179 754.39,4.9
1299,"АО ""Ачинский НПЗ ВНК""","промышленный район промзона НПЗ, 1, Большеулуйский сельсовет, Ачинский район, Красноярский край, Россия",09.12.2015,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна,0.154,"30,588.98",189 351.51,4.9
1299,"АО ""Ачинский НПЗ ВНК""","промышленный район промзона НПЗ, 1, Большеулуйский сельсовет, Ачинский район, Красноярский край, Россия",17.09.2021,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна,0.002,391.24,186 480.62,4.9
1299,"АО ""Ачинский НПЗ ВНК""","промышленный район промзона НПЗ, 1, Большеулуйский сельсовет, Ачинский район, Красноярский край, Россия",14.10.2023,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна,0.054,"10,458.02",184 620.61,4.9
1299,"АО ""Ачинский НПЗ ВНК""","промышленный район промзона НПЗ, 1, Большеулуйский сельсовет, Ачинский район, Красноярский край, Россия",05.06.2021,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна,0.005,887.84,169 273.74,4.9
1299,"АО ""Ачинский НПЗ ВНК""","промышленный район промзона НПЗ, 1, Большеулуйский сельсовет, Ачинский район, Красноярский край, Россия",29.05.2020,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна,0.042,"7,230.78",164 119.63,4.9
1299,"АО ""Ачинский НПЗ ВНК""","промышленный район промзона НПЗ, 1, Большеулуйский сельсовет, Ачинский район, Красноярский край, Россия",18.01.2021,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна,0.034,"6,324.70",177 331.26,4.9
1299,"АО ""Ачинский НПЗ ВНК""","промышленный район промзона НПЗ, 1, Большеулуйский сельсовет, Ачинский район, Красноярский край, Россия",16.08.2020,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна,0.052,"8,597.85",157 619.83,4.9
1299,"АО ""Ачинский НПЗ ВНК""","промышленный район промзона НПЗ, 1, Большеулуйский сельсовет, Ачинский район, Красноярский край, Россия",12.04.2022,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1001933,"Труба б/ш х/д к/ст 8Х1,8-12Х18Н10Т",Тонна,0.090,"17,318.95",183 443.98,4.9
1301,"АО ""Ангарский ЗП""","Ангарск, Первый промышленный массив (8-й квартал) квартал 1, Иркутская область, Россия",25.06.2021,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1480096,Труба б/ш х/д к/ст 8Х2-12Х18Н10Т,Тонна,0.035,"5,865.37",160 059.24,4.7
1301,"АО ""Ангарский ЗП""","Ангарск, Первый промышленный массив (8-й квартал) квартал 1, Иркутская область, Россия",13.03.2025,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1783602,"Труба б/ш х/д 8Х2,5 В ст20",Тонна,0.048,"8,999.51",179 073.42,4.7
1301,"АО ""Ангарский ЗП""","Ангарск, Первый промышленный массив (8-й квартал) квартал 1, Иркутская область, Россия",27.02.2023,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1480096,Труба б/ш х/д к/ст 8Х2-12Х18Н10Т,Тонна,0.030,"5,330.89",169 719.46,4.7
1301,"АО ""Ангарский ЗП""","Ангарск, Первый промышленный массив (8-й квартал) квартал 1, Иркутская область, Россия",31.07.2020,20,Подшипники,20-980400,Втулки к подшипникам,2255468,Втулка закрепительная H320 SKF,Штука,2.000,"4,830.19",2 306.68,4.7
1301,"АО ""Ангарский ЗП""","Ангарск, Первый промышленный массив (8-й квартал) квартал 1, Иркутская область, Россия",23.01.2015,20,Подшипники,20-980400,Втулки к подшипникам,1412683,Втулка подшипника Н 3040 SKF,Штука,4.000,"7,094.68",1 694.05,4.7
1301,"АО ""Ангарский ЗП""","Ангарск, Первый промышленный массив (8-й квартал) квартал 1, Иркутская область, Россия",21.05.2017,20,Подшипники,20-980400,Втулки к подшипникам,1269432,Втулка подшипника Н 316 SKF,Штука,2.000,"3,258.47",1 556.10,4.7
1301,"АО ""Ангарский ЗП""","Ангарск, Первый промышленный массив (8-й квартал) квартал 1, Иркутская область, Россия",16.10.2015,20,Подшипники,20-980400,Втулки к подшипникам,1269432,Втулка подшипника Н 316 SKF,Штука,2.000,"4,972.98",2 374.87,4.7
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, улица Осипенко 12, Самарская область, Россия",21.12.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1575043,Доска-1-хвойная-50х200,КубичМетр,10.020,"13,346.43",1 266.14,5.2
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, Промышленная улица 7а , Самарская область, Россия",22.02.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1040752,Брус-1-хвойный-40х40,КубичМетр,60.000,"1,963,648.05",31 109.76,5.2
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, Промышленная улица 7а , Самарская область, Россия",25.05.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041059,Брус-1-хвойный-50х50,КубичМетр,110.000,"3,323,462.20",28 719.86,5.2
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, Промышленная улица 7а , Самарская область, Россия",27.02.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1501672,Доска-1-хвойная-28 (необрезная),КубичМетр,320.000,"359,757.07",1 068.67,5.2
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, Промышленная улица 7а , Самарская область, Россия",18.02.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10325253,"Брусок-1-хвойный-50х50мм, 3000мм",Штука,160.000,"159,688.55",948.72,5.2
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, Промышленная улица 7а , Самарская область, Россия",04.12.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10384354,"Доска-2-хвойная-21х90мм, 6000мм",Штука,50.000,"61,555.15",1 170.25,5.2
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, Промышленная улица 7а , Самарская область, Россия",04.09.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10384802,"Брус-2-хвойный-45х96мм, 6000м",Штука,72.500,"77,633.71",1 017.88,5.2
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, ул. Осипенко 12, Самарская область, Россия",27.07.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1289299,Брус-1-хвойный-40х40мм 3м,Штука,3.000,"4,034.54",1 278.37,5.2
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, ул. Осипенко 12, Самарская область, Россия",15.05.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1563321,Доска-1-хвойная-50х200 (6000мм),Штука,14.000,"16,169.43",1 097.87,5.2
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, ул. Осипенко 12, Самарская область, Россия",16.11.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2038987,Доска-2-хвойная-13,КубичМетр,71.000,"96,461.73",1 291.46,5.2
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, ул. Осипенко 12, Самарская область, Россия",22.02.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,9.180,"320,117.92",33 147.56,5.2
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, ул. Осипенко 12, Самарская область, Россия",17.11.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070615,Брус-2-хвойный-200х200,КубичМетр,3.120,"114,419.12",34 860.07,5.2
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, ул. Осипенко 12, Самарская область, Россия",05.09.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10325253,"Брусок-1-хвойный-50х50мм, 3000мм",Штука,2.000,"2,327.84",1 106.39,5.2
1328,"АО ""Новокуйбышевский НПЗ""","Новокуйбышевск, ул. Осипенко 12, Самарская область, Россия",03.04.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041059,Брус-1-хвойный-50х50,КубичМетр,0.300,"9,990.22",31 654.70,5.2
1329,"АО ""Куйбышевский НПЗ""","Самара, улица Грозненская 25, Самарская область, Россия",27.05.2020,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1702636,Труба б/ш х/д 8Х2 В ст20,Тонна,0.070,"11,963.15",162 763.97,5.0
1329,"АО ""Куйбышевский НПЗ""","Самара, улица Грозненская 25, Самарская область, Россия",30.05.2023,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна,0.063,"11,250.21",170 071.14,5.0
1329,"АО ""Куйбышевский НПЗ""","Самара, улица Грозненская 25, Самарская область, Россия",15.01.2015,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1480096,Труба б/ш х/д к/ст 8Х2-12Х18Н10Т,Тонна,0.150,"26,297.67",166 969.32,5.0
1329,"АО ""Куйбышевский НПЗ""","Самара, улица Грозненская 25, Самарская область, Россия",06.11.2018,11,Продукция кабельная,11-050800,Провода и кабели установочные,1119879,"Кабель ТПВБбГ 7х8х1,6",м,150.000,"1,238,791.05",7 865.34,5.0
1329,"АО ""Куйбышевский НПЗ""","Самара, улица Грозненская 25, Самарская область, Россия",22.08.2024,11,Продукция кабельная,11-050800,Провода и кабели установочные,1119879,"Кабель ТПВБбГ 7х8х1,6",м,200.000,"1,666,257.60",7 934.56,5.0
1329,"АО ""Куйбышевский НПЗ""","Самара, улица Грозненская 25, Самарская область, Россия",11.05.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047318,Доска-1-хвойная-25х150,КубичМетр,3.800,"4,020.80",1 007.72,5.0
1329,"АО ""Куйбышевский НПЗ""","Самара, улица Грозненская 25, Самарская область, Россия",25.11.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1157408,Доска-1-береза-50х150 (обрезная),КубичМетр,1.850,"1,796.66",924.92,5.0
1329,"АО ""Куйбышевский НПЗ""","Самара, улица Грозненская 25, Самарская область, Россия",15.09.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2595771,Доска-1-сосна-50х150,КубичМетр,1.730,"1,901.04",1 046.54,5.0
1329,"АО ""Куйбышевский НПЗ""","Самара, улица Грозненская 25, Самарская область, Россия",06.09.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10220418,Доска-1-сосна-40х150,КубичМетр,8.858,"10,302.70",1 107.71,5.0
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",13.11.2017,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна,0.096,"15,892.87",158 573.47,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",25.04.2018,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,2021870,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна,0.103,"18,023.72",167 612.62,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",15.01.2016,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна,0.093,"16,407.95",168 993.79,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",21.01.2018,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1480096,Труба б/ш х/д к/ст 8Х2-12Х18Н10Т,Тонна,0.003,563.00,179 757.38,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",04.03.2021,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1480096,Труба б/ш х/д к/ст 8Х2-12Х18Н10Т,Тонна,0.012,"2,036.92",162 589.62,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",09.06.2016,20,Подшипники,20-980400,Втулки к подшипникам,10105098,Втулка стяжная AH 2313 G SKF,Штука,6.000,"10,266.57",1 638.98,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",07.04.2017,20,Подшипники,20-980400,Втулки к подшипникам,2427931,Втулка стяжная AHX 2312 FAG,Штука,2.000,"3,197.19",1 531.22,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",17.04.2023,20,Подшипники,20-980400,Втулки к подшипникам,2427931,Втулка стяжная AHX 2312 FAG,Штука,2.000,"4,411.07",2 112.58,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",08.11.2018,20,Подшипники,20-980400,Втулки к подшипникам,2427931,Втулка стяжная AHX 2312 FAG,Штука,2.000,"3,767.40",1 804.31,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",21.07.2020,20,Подшипники,20-980400,Втулки к подшипникам,1290055,Втулка стяжная АН 3132,Штука,3.000,"4,952.57",1 581.28,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",18.05.2025,20,Подшипники,20-980400,Втулки к подшипникам,10105098,Втулка стяжная AH 2313 G SKF,Штука,3.000,"5,431.98",1 734.35,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",14.10.2021,20,Подшипники,20-980400,Втулки к подшипникам,1694375,Втулка подшипника AH 3132G SKF,Штука,4.000,"7,414.78",1 775.57,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",05.05.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1039814,Брус-2-хвойный-50х100,КубичМетр,6.200,"190,110.02",29 370.60,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",13.12.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047320,Доска-2-хвойная-25х150,КубичМетр,9.680,"9,780.71",967.82,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",21.08.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10137038,Доска-2-хвойная-25х100,КубичМетр,0.200,236.52,1 132.77,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",05.11.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1039814,Брус-2-хвойный-50х100,КубичМетр,0.500,"12,424.75",23 802.21,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",31.08.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047320,Доска-2-хвойная-25х150,КубичМетр,0.200,193.57,927.07,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",16.09.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,2.000,"28,287.76",13 547.78,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",17.10.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1039816,Брус-1-хвойный-50х100,КубичМетр,0.500,"7,852.31",15 042.74,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",26.09.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1039816,Брус-1-хвойный-50х100,КубичМетр,2.000,"71,734.10",34 355.41,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",17.08.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047320,Доска-2-хвойная-25х150,КубичМетр,16.400,"20,483.60",1 196.36,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",18.03.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047320,Доска-2-хвойная-25х150,КубичМетр,9.620,"11,598.78",1 154.88,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",27.02.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1039814,Брус-2-хвойный-50х100,КубичМетр,4.400,"121,884.06",26 533.45,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",21.08.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1039814,Брус-2-хвойный-50х100,КубичМетр,2.425,"71,739.16",28 336.36,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",26.12.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10137038,Доска-2-хвойная-25х100,КубичМетр,17.365,"21,006.32",1 158.71,4.4
1330,"АО ""Сызранский НПЗ""","Сызрань, ул. Астраханская 1, Самарская область, Россия",10.06.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10137038,Доска-2-хвойная-25х100,КубичМетр,3.880,"5,003.49",1 235.21,4.4
1331,"АО ""Отрадненский ГПЗ""","Отрадный, Самарская область, Россия",20.07.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1139971,Доска-2-лиственница-50х200 (обрезная),КубичМетр,0.520,551.35,1 017.56,4.2
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",29.10.2015,20,Подшипники,20-980400,Втулки к подшипникам,2255468,Втулка закрепительная H320 SKF,Штука,2.000,"3,209.11",1 535.46,4.5
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",23.04.2020,20,Подшипники,20-980400,Втулки к подшипникам,2255468,Втулка закрепительная H320 SKF,Штука,2.000,"5,646.68",2 701.76,4.5
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",27.07.2022,11,Продукция кабельная,11-050800,Провода и кабели установочные,1099210,"Кабель ТПВБбГ 7х8х1,0",м,480.000,"2,913,909.77",5 809.23,4.5
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",15.04.2020,11,Продукция кабельная,11-050800,Провода и кабели установочные,1119879,"Кабель ТПВБбГ 7х8х1,6",м,390.000,"2,993,540.34",7 345.21,4.5
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",04.05.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1018599,Доска обрезная 30мм,КубичМетр,0.014,16.92,1 156.70,4.5
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",06.11.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041060,Брус-2-хвойный-50х50,КубичМетр,2.000,"29,093.16",13 920.17,4.5
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",07.08.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1018599,Доска обрезная 30мм,КубичМетр,0.014,16.67,1 139.29,4.5
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",02.03.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1018599,Доска обрезная 30мм,КубичМетр,1.486,"1,626.54",1 047.44,4.5
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",24.01.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1039816,Брус-1-хвойный-50х100,КубичМетр,10.000,"231,619.34",22 164.53,4.5
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",08.05.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041059,Брус-1-хвойный-50х50,КубичМетр,2.000,"68,667.47",32 855.25,4.5
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",29.11.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041059,Брус-1-хвойный-50х50,КубичМетр,7.570,"88,502.45",11 187.76,4.5
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",20.10.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041059,Брус-1-хвойный-50х50,КубичМетр,10.000,"216,180.09",20 687.09,4.5
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",01.01.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041060,Брус-2-хвойный-50х50,КубичМетр,1.700,"59,515.25",33 501.41,4.5
1344,НовокуйбЗаводМаселИПрис,"Самара, Производственная улица 2 , Самарская область, Россия",05.01.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1309666,Доска-1-хвойная-20х150,КубичМетр,6.300,"7,853.65",1 192.93,4.5
1364,"АО ""АЗК и ОС""","Ангарск, Иркусткая область, Россия",01.07.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,9010516,Доска обрезная хв/п25х150х4000мм антисеп,КубичМетр,2.820,"3,145.02",1 066.21,4.6
1376,"ООО ""РН-Сервис""","Красноярск, Россия",11.11.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041052,Доска-1-хвойная-30х150,КубичМетр,15.000,"16,887.21",1 074.25,4.8
1376,"ООО ""РН-Сервис""","Красноярск, Россия",24.01.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1877687,Доска-1-сосна-30х120,КубичМетр,8.000,"8,033.55",958.20,4.8
1376,"ООО ""РН-Сервис""","Красноярск, Россия",27.09.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1039814,Брус-2-хвойный-50х100,КубичМетр,8.000,"137,192.59",16 363.62,4.8
1376,"ООО ""РН-Сервис""","Красноярск, Россия",23.05.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1660776,Пиломатериал-1-береза -50х150 (обрезной),КубичМетр,5.000,"5,402.54",1 031.02,4.8
1376,"ООО ""РН-Сервис""","Красноярск, Россия",16.03.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10200189,Доска-2-сосна-50х150,КубичМетр,1.000,"1,074.58",1 025.36,4.8
1376,"ООО ""РН-Сервис""","Красноярск, Россия",21.03.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10220418,Доска-1-сосна-40х150,КубичМетр,1.000,"1,053.59",1 005.33,4.8
1376,"ООО ""РН-Сервис""","Усинск, улица Заводская, Республика Коми, Россия",16.03.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056129,Доска-2-хвойная-50х150,КубичМетр,11.000,"12,818.33",1 111.93,4.8
1376,"ООО ""РН-Сервис""","Усинск, улица Заводская, Республика Коми, Россия",15.02.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1660776,Пиломатериал-1-береза -50х150 (обрезной),КубичМетр,29.000,"28,669.99",943.34,4.8
1376,"ООО ""РН-Сервис""","Усинск, улица Заводская, Республика Коми, Россия",10.03.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,20000312,Брус 1-хвойный -40Х60,КубичМетр,140.000,"3,140,644.30",21 405.70,4.8
