БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Стоимость запасов,Цена запаса
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",11.06.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10060577,Доска-1-хвойная-30х100 6000мм,КубичМетр,0.634,756.95,1 193.93
1244,"ООО ""РН-Бурение""","Пыть-Ях, Магистральная ул., 90, Ханты-Мансийский автономный округ, Россия",25.12.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,14.000,"17,511.20",1 250.80
1244,"ООО ""РН-Бурение""","Пыть-Ях, Магистральная ул., 90, Ханты-Мансийский автономный округ, Россия",09.07.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,4.995,"58,759.53",11 763.67
1244,"ООО ""РН-Бурение""","Пыть-Ях, Магистральная ул., 90, Ханты-Мансийский автономный округ, Россия",04.09.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,17.400,"493,517.94",28 363.10
1244,"ООО ""РН-Бурение""","Пыть-Ях, Магистральная ул., 90, Ханты-Мансийский автономный округ, Россия",28.01.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,6.900,"143,671.66",20 821.98
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",04.07.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,5.000,"139,167.65",27 833.53
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",07.11.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10060577,Доска-1-хвойная-30х100 6000мм,КубичМетр,2.500,"2,698.68",1 079.47
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",31.10.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,2.000,"1,822.64",911.32
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",20.06.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1039816,Брус-1-хвойный-50х100,КубичМетр,2.444,"55,386.29",22 662.15
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",22.07.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10060577,Доска-1-хвойная-30х100 6000мм,КубичМетр,0.600,670.81,1 118.02
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",23.06.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,1.000,"1,289.34",1 289.34
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",07.02.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10060577,Доска-1-хвойная-30х100 6000мм,КубичМетр,0.250,317.39,1 269.56
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",04.03.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10060577,Доска-1-хвойная-30х100 6000мм,КубичМетр,0.750,910.09,1 213.45
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",23.08.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,1.000,"1,084.40",1 084.40
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",22.12.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,2.000,"2,458.44",1 229.22
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",29.07.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,1.500,"1,492.61",995.07
1376,"ООО ""РН-Сервис""","Красноярск, Россия",11.11.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041052,Доска-1-хвойная-30х150,КубичМетр,15.000,"16,113.75",1 074.25
1376,"ООО ""РН-Сервис""","Красноярск, Россия",24.01.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1877687,Доска-1-сосна-30х120,КубичМетр,8.000,"7,665.60",958.20
1376,"ООО ""РН-Сервис""","Красноярск, Россия",27.09.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1039814,Брус-2-хвойный-50х100,КубичМетр,8.000,"130,908.96",16 363.62
