БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Стоимость запасов,Цена запаса
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",08.03.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,8.060,"9,899.13",1 228.18
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",08.08.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,0.850,"1,004.16",1 181.37
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",15.06.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,14.450,"417,201.56",28 872.08
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",04.07.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047320,Доска-2-хвойная-25х150,КубичМетр,5.000,"5,258.30",1 051.66
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",31.12.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,8.000,"120,118.96",15 014.87
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",15.10.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,5.000,"5,125.30",1 025.06
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",04.01.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,20.000,"357,343.20",17 867.16
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",19.09.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,12.100,"15,060.75",1 244.69
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",06.01.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047320,Доска-2-хвойная-25х150,КубичМетр,17.800,"18,946.50",1 064.41
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",09.03.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056129,Доска-2-хвойная-50х150,КубичМетр,0.280,348.91,1 246.11
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",23.12.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,7.000,"190,933.19",27 276.17
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",05.09.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,18.550,"17,414.93",938.81
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",10.01.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,4.410,"5,320.93",1 206.56
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",20.01.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,1.210,"30,285.28",25 029.16
1770,"АО ""Оренбургнефть""","Курманаевка, Оренбургская область, Россия",04.06.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,18.700,"247,863.83",13 254.75
1770,"АО ""Оренбургнефть""","Курманаевка, Оренбургская область, Россия",29.03.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023496,Брус 150Х150мм,КубичМетр,6.000,"111,121.44",18 520.24
1770,"АО ""Оренбургнефть""","Курманаевка, Оренбургская область, Россия",15.05.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,16.250,"19,628.70",1 207.92
1770,"АО ""Оренбургнефть""","Курманаевка, Оренбургская область, Россия",04.11.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,2.300,"2,293.05",996.98
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",29.03.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,1.000,"29,100.75",29 100.75
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",18.06.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,1.000,957.70,957.70
1770,"АО ""Оренбургнефть""","Петровка, Оренбургская область, Россия",06.06.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,2.000,"57,945.62",28 972.81
1770,"АО ""Оренбургнефть""","Петровка, Оренбургская область, Россия",23.10.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,2.000,"2,533.46",1 266.73
1770,"АО ""Оренбургнефть""","Красногвардейский район, Село Донское, Оренбургская область, Россия",19.12.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,2.760,"36,748.57",13 314.70
1770,"АО ""Оренбургнефть""","Красногвардейский район, Село Донское, Оренбургская область, Россия",23.11.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,17.000,"278,690.35",16 393.55
1770,"АО ""Оренбургнефть""","Красногвардейский район, Село Донское, Оренбургская область, Россия",13.04.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,0.610,788.72,1 292.99
1770,"АО ""Оренбургнефть""","Красногвардейский район, Село Донское, Оренбургская область, Россия",08.10.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,6.600,"7,410.68",1 122.83
1770,"АО ""Оренбургнефть""","Красногвардейский район, Село Донское, Оренбургская область, Россия",10.03.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,26.000,"31,325.84",1 204.84
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",03.12.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,2.000,"25,775.58",12 887.79
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",22.11.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,3.000,"3,156.06",1 052.02
1770,"АО ""Оренбургнефть""","Петровка, Оренбургская область, Россия",20.07.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,3.000,"2,836.92",945.64
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",09.10.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,4.500,"79,478.28",17 661.84
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",11.01.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,3.000,"3,247.89",1 082.63
1770,"АО ""Оренбургнефть""","Междулесье, Оренбургская область, Россия",08.12.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,1.500,"1,383.99",922.66
1770,"АО ""Оренбургнефть""","Петровка, Оренбургская область, Россия",04.11.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр,2.000,"2,108.20",1 054.10
1B04,"ООО ""Славнефть-КраснНГ""","микрорайон Ясный, территория Пурпе-1, Губкинский, Ямало-Ненецкий автономный округ, Россия",14.10.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10460802,Брус-2-хвойный-150х150 6000мм,КубичМетр,10.000,"212,675.70",21 267.57
1B04,"ООО ""Славнефть-КраснНГ""","микрорайон Ясный, территория Пурпе-1, Губкинский, Ямало-Ненецкий автономный округ, Россия",04.03.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10460802,Брус-2-хвойный-150х150 6000мм,КубичМетр,45.360,"935,274.66",20 618.93
1B04,"ООО ""Славнефть-КраснНГ""","микрорайон Ясный, территория Пурпе-1, Губкинский, Ямало-Ненецкий автономный округ, Россия",23.09.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,56.070,"51,941.01",926.36
1B04,"ООО ""Славнефть-КраснНГ""","микрорайон Ясный, территория Пурпе-1, Губкинский, Ямало-Ненецкий автономный округ, Россия",21.08.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,14.246,"17,741.83",1 245.39
1B04,"ООО ""Славнефть-КраснНГ""","микрорайон Ясный, территория Пурпе-1, Губкинский, Ямало-Ненецкий автономный округ, Россия",17.08.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10460802,Брус-2-хвойный-150х150 6000мм,КубичМетр,14.705,"495,079.26",33 667.41
1B64,"ООО ""Соровскнефть""","посёлок Кедровый, Сургут, Ханты-Мансийский автономный округ",08.05.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1438771,Доска-1-хвойная-50х100,КубичМетр,2.000,"1,803.70",901.85
1B64,"ООО ""Соровскнефть""","посёлок Кедровый, Сургут, Ханты-Мансийский автономный округ",17.03.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,1.000,"27,252.38",27 252.38
1B64,"ООО ""Соровскнефть""","посёлок Кедровый, Сургут, Ханты-Мансийский автономный округ",26.10.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1980928,Доска-1-хвойная-50х150х6000мм,Штука,30.000,"32,468.70",1 082.29
1B64,"ООО ""Соровскнефть""","посёлок Кедровый, Сургут, Ханты-Мансийский автономный округ",05.06.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1438771,Доска-1-хвойная-50х100,КубичМетр,8.000,"8,814.24",1 101.78
1B64,"ООО ""Соровскнефть""","посёлок Кедровый, Сургут, Ханты-Мансийский автономный округ",15.06.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1438771,Доска-1-хвойная-50х100,КубичМетр,6.000,"6,204.66",1 034.11
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",28.02.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070488,Брус-1-хвойный-100Х150,КубичМетр,0.467,"5,141.05",11 008.67
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",25.06.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041052,Доска-1-хвойная-30х150,КубичМетр,10.000,"9,577.20",957.72
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",25.04.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1251770,Брус-1-хвойный-100Х200,КубичМетр,4.000,"96,191.92",24 047.98
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",04.09.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041059,Брус-1-хвойный-50х50,КубичМетр,1.164,"18,841.17",16 186.57
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",24.06.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1095686,Брус-1-хвойный-50Х150,КубичМетр,2.520,"32,859.74",13 039.58
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",15.12.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10308686,Брусок-1-хвойный-20х40мм 3м,Штука,3.000,"3,154.98",1 051.66
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",07.03.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2505231,Доска-3-хвойная-40х130 6000мм,Штука,3.000,"3,276.03",1 092.01
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",14.11.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10294527,Доска-1-хвойная-50х100 (6000мм),Штука,17.000,"17,426.02",1 025.06
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",02.01.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041052,Доска-1-хвойная-30х150,КубичМетр,5.000,"6,016.70",1 203.34
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",16.09.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041059,Брус-1-хвойный-50х50,КубичМетр,5.940,"82,356.67",13 864.76
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",21.08.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1095686,Брус-1-хвойный-50Х150,КубичМетр,2.000,"35,792.50",17 896.25
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",22.07.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1251770,Брус-1-хвойный-100Х200,КубичМетр,5.000,"167,982.75",33 596.55
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",02.11.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1095686,Брус-1-хвойный-50Х150,КубичМетр,2.000,"26,656.72",13 328.36
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",02.06.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1251770,Брус-1-хвойный-100Х200,КубичМетр,5.000,"157,239.10",31 447.82
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",30.10.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1251770,Брус-1-хвойный-100Х200,КубичМетр,3.600,"84,268.62",23 407.95
1B67,"ООО ""Башнефть-Добыча""","Белебеевский район, рабочий посёлок Приютово, Комсомольская улица 13, Республика Башкортостан, Россия",21.10.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2093374,Доска-1-хвойная-40х200,КубичМетр,4.000,"3,884.32",971.08
1F01,ООО Сахалин-1,"Чайво, Сахалинская область, Россия",14.02.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1438771,Доска-1-хвойная-50х100,КубичМетр,10.000,"11,491.70",1 149.17
1F01,ООО Сахалин-1,"Чайво, Сахалинская область, Россия",06.07.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10389274,Брус-1-хвойный-150х150мм,КубичМетр,1.000,"34,944.60",34 944.60
1F01,ООО Сахалин-1,"Чайво, Сахалинская область, Россия",28.02.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1222698,Доска-1-хвойная-70х150,КубичМетр,4.000,"4,389.04",1 097.26
1F01,ООО Сахалин-1,"Чайво, Сахалинская область, Россия",08.02.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,9026003,Брус хв/п 150х150х4000мм,КубичМетр,4.000,"119,415.72",29 853.93
1F01,ООО Сахалин-1,"Де-Кастри, Хабаровский край, Россия",28.09.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041059,Брус-1-хвойный-50х50,КубичМетр,3.000,"48,377.19",16 125.73
1F01,ООО Сахалин-1,"Холмск, Сахалинская область, Россия",18.02.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041051,Доска-1-хвойная-40х150,КубичМетр,2.000,"2,480.22",1 240.11
1F01,ООО Сахалин-1,"Холмск, Сахалинская область, Россия",03.05.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047318,Доска-1-хвойная-25х150,КубичМетр,3.000,"3,865.62",1 288.54
1F01,ООО Сахалин-1,"Холмск, Сахалинская область, Россия",16.04.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070488,Брус-1-хвойный-100Х150,КубичМетр,2.000,"35,509.52",17 754.76
1F01,ООО Сахалин-1,"Одопту MPB, Сахалинская область, Россия",02.10.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059584,Брус-1-хвойный-200х200,КубичМетр,1.000,"18,355.83",18 355.83
1F01,ООО Сахалин-1,"Холмск, Сахалинская область, Россия",29.06.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,18.000,"511,581.96",28 421.22
1F01,ООО Сахалин-1,"Холмск, Сахалинская область, Россия",07.06.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047318,Доска-1-хвойная-25х150,КубичМетр,2.000,"2,155.92",1 077.96
1F01,ООО Сахалин-1,"Холмск, Сахалинская область, Россия",26.07.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1222698,Доска-1-хвойная-70х150,КубичМетр,33.000,"31,405.11",951.67
1F01,ООО Сахалин-1,"Холмск, Сахалинская область, Россия",10.05.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,9026003,Брус хв/п 150х150х4000мм,КубичМетр,16.440,"386,052.14",23 482.49
1F01,ООО Сахалин-1,"Холмск, Сахалинская область, Россия",03.08.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,9026003,Брус хв/п 150х150х4000мм,КубичМетр,5.560,"150,253.38",27 023.99
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",01.12.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,6.000,"7,112.28",1 185.38
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",05.11.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,3.640,"90,417.31",24 839.92
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",21.12.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047318,Доска-1-хвойная-25х150,КубичМетр,32.903,"41,007.34",1 246.31
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",24.11.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр,86.618,"82,694.20",954.70
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",29.11.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,19.900,"22,649.38",1 138.16
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",04.11.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1305230,Брус двухкантный-1-лиственница-150х250,КубичМетр,2.300,"56,813.45",24 701.50
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",26.05.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1985646,Брусок-1-сосна-30х50мм 3м,Штука,5.000,"4,704.05",940.81
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",16.04.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1038425,Доска-2-хвойная-40х150,КубичМетр,0.500,522.88,1 045.75
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",13.08.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр,6.000,"7,320.66",1 220.11
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",16.11.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,0.500,544.48,1 088.95
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",01.08.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1038425,Доска-2-хвойная-40х150,КубичМетр,0.200,227.65,1 138.26
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",30.08.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,0.500,"13,558.57",27 117.14
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",14.03.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1038425,Доска-2-хвойная-40х150,КубичМетр,3.000,"2,809.20",936.40
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",25.11.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр,4.000,"4,236.12",1 059.03
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",25.05.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр,15.860,"480,925.95",30 323.20
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",25.05.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1038425,Доска-2-хвойная-40х150,КубичМетр,5.220,"6,440.07",1 233.73
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",17.06.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047318,Доска-1-хвойная-25х150,КубичМетр,144.748,"178,801.41",1 235.26
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",30.09.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр,128.522,"160,697.48",1 250.35
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",24.04.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,18.456,"20,839.41",1 129.14
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",18.05.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1125930,Брус-1-хвойный-50х70,КубичМетр,11.063,"131,141.24",11 854.04
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",18.02.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр,10.000,"11,231.70",1 123.17
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",24.06.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр,1.000,938.72,938.72
1244,"ООО ""РН-Бурение""","Магистральная улица, г. Губкинский, Ямало-Ненецкий автономный округ, Россиия",30.06.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр,2.000,"2,086.80",1 043.40
1244,"ООО ""РН-Бурение""","Магистральная улица, г. Губкинский, Ямало-Ненецкий автономный округ, Россиия",22.11.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1057410,Доска-1-хвойная-30 (необрезная),КубичМетр,2.000,"2,552.82",1 276.41
1244,"ООО ""РН-Бурение""","Магистральная улица, г. Губкинский, Ямало-Ненецкий автономный округ, Россиия",16.05.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,2.000,"1,907.60",953.80
